pname,pvalue,type,id
momfact,0.1,float,75
msdr,15,int,75
mxiterxmd,20,int,75
norder,0,int,75
north,7,int,75
rrctols,0,float,75
stoptol,1.00E-10,float,75
thickfact,4.14E-06,float,75
backflag,1,int,76
backreduce,0.8,float,76
backtol,1.4,float,76
dbdgamma,0,float,76
dbdkappa,1.00E-05,float,76
dbdtheta,0.865023279,float,76
epsrn,0.045883892,float,76
fluxtol,200000,float,76
hclosexmd,0.098266887,float,76
headtol,0.35,float,76
iacl,1,int,76
ibotav,1,int,76
idroptol,1,int,76
ilumethod,2,int,76
iprnwt,1,int,76
iredsys,0,int,76
level,7,int,76
levfill,5,int,76
linmeth,2,int,76
maxbackiter,50,int,76
maxiterout,100,int,76
maxitinner,50,int,76
momfact,0.1,float,76
msdr,15,int,76
mxiterxmd,20,int,76
norder,0,int,76
north,7,int,76
rrctols,0,float,76
stoptol,1.00E-10,float,76
thickfact,2.29E-06,float,76
backflag,1,int,77
backreduce,0.8,float,77
backtol,1.4,float,77
dbdgamma,0,float,77
dbdkappa,1.00E-05,float,77
dbdtheta,0.831906852,float,77
epsrn,0.002013864,float,77
fluxtol,200000,float,77
hclosexmd,0.063319744,float,77
headtol,0.35,float,77
iacl,1,int,77
ibotav,1,int,77
idroptol,1,int,77
ilumethod,2,int,77
iprnwt,1,int,77
iredsys,0,int,77
level,7,int,77
levfill,5,int,77
linmeth,2,int,77
maxbackiter,50,int,77
maxiterout,100,int,77
maxitinner,50,int,77
momfact,0.1,float,77
msdr,15,int,77
mxiterxmd,20,int,77
norder,0,int,77
north,7,int,77
rrctols,0,float,77
stoptol,1.00E-10,float,77
thickfact,7.13E-06,float,77
backflag,1,int,78
backreduce,0.8,float,78
backtol,1.4,float,78
dbdgamma,0,float,78
dbdkappa,1.00E-05,float,78
dbdtheta,0.625078258,float,78
epsrn,0.025131994,float,78
fluxtol,200000,float,78
hclosexmd,0.061037389,float,78
headtol,0.35,float,78
iacl,1,int,78
ibotav,1,int,78
idroptol,1,int,78
ilumethod,2,int,78
iprnwt,1,int,78
iredsys,0,int,78
level,7,int,78
levfill,5,int,78
linmeth,2,int,78
maxbackiter,50,int,78
maxiterout,100,int,78
maxitinner,50,int,78
momfact,0.1,float,78
msdr,15,int,78
mxiterxmd,20,int,78
norder,0,int,78
north,7,int,78
rrctols,0,float,78
stoptol,1.00E-10,float,78
thickfact,1.13E-06,float,78
backflag,1,int,79
backreduce,0.8,float,79
backtol,1.4,float,79
dbdgamma,0,float,79
dbdkappa,1.00E-05,float,79
dbdtheta,0.905809991,float,79
epsrn,0.038825332,float,79
fluxtol,200000,float,79
hclosexmd,0.080816372,float,79
headtol,0.35,float,79
iacl,1,int,79
ibotav,1,int,79
idroptol,1,int,79
ilumethod,2,int,79
iprnwt,1,int,79
iredsys,0,int,79
level,7,int,79
levfill,5,int,79
linmeth,2,int,79
maxbackiter,50,int,79
maxiterout,100,int,79
maxitinner,50,int,79
momfact,0.1,float,79
msdr,15,int,79
mxiterxmd,20,int,79
norder,0,int,79
north,7,int,79
rrctols,0,float,79
stoptol,1.00E-10,float,79
thickfact,2.32E-06,float,79
backflag,1,int,80
backreduce,0.8,float,80
backtol,1.4,float,80
dbdgamma,0,float,80
dbdkappa,1.00E-05,float,80
dbdtheta,0.719285023,float,80
epsrn,0.021276257,float,80
fluxtol,200000,float,80
hclosexmd,0.038765246,float,80
headtol,0.35,float,80
iacl,1,int,80
ibotav,1,int,80
idroptol,1,int,80
ilumethod,2,int,80
iprnwt,1,int,80
iredsys,0,int,80
level,7,int,80
levfill,5,int,80
linmeth,2,int,80
maxbackiter,50,int,80
maxiterout,100,int,80
maxitinner,50,int,80
momfact,0.1,float,80
msdr,15,int,80
mxiterxmd,20,int,80
norder,0,int,80
north,7,int,80
rrctols,0,float,80
stoptol,1.00E-10,float,80
thickfact,3.81E-06,float,80
backflag,1,int,81
backreduce,0.8,float,81
backtol,1.4,float,81
dbdgamma,0,float,81
dbdkappa,1.00E-05,float,81
dbdtheta,0.717717029,float,81
epsrn,0.02013587,float,81
fluxtol,200000,float,81
hclosexmd,0.045538771,float,81
headtol,0.35,float,81
iacl,1,int,81
ibotav,1,int,81
idroptol,1,int,81
ilumethod,2,int,81
iprnwt,1,int,81
iredsys,0,int,81
level,7,int,81
levfill,5,int,81
linmeth,2,int,81
maxbackiter,50,int,81
maxiterout,100,int,81
maxitinner,50,int,81
momfact,0.1,float,81
msdr,15,int,81
mxiterxmd,20,int,81
norder,0,int,81
north,7,int,81
rrctols,0,float,81
stoptol,1.00E-10,float,81
thickfact,1.49E-06,float,81
backflag,1,int,82
backreduce,0.8,float,82
backtol,1.4,float,82
dbdgamma,0,float,82
dbdkappa,1.00E-05,float,82
dbdtheta,0.764694749,float,82
epsrn,0.034821967,float,82
fluxtol,200000,float,82
hclosexmd,0.051284716,float,82
headtol,0.35,float,82
iacl,1,int,82
ibotav,1,int,82
idroptol,1,int,82
ilumethod,2,int,82
iprnwt,1,int,82
iredsys,0,int,82
level,7,int,82
levfill,5,int,82
linmeth,2,int,82
maxbackiter,50,int,82
maxiterout,100,int,82
maxitinner,50,int,82
momfact,0.1,float,82
msdr,15,int,82
mxiterxmd,20,int,82
norder,0,int,82
north,7,int,82
rrctols,0,float,82
stoptol,1.00E-10,float,82
thickfact,6.44E-06,float,82
backflag,1,int,83
backreduce,0.8,float,83
backtol,1.4,float,83
dbdgamma,0,float,83
dbdkappa,1.00E-05,float,83
dbdtheta,0.742069777,float,83
epsrn,0.015352523,float,83
fluxtol,200000,float,83
hclosexmd,0.073049561,float,83
headtol,0.35,float,83
iacl,1,int,83
ibotav,1,int,83
idroptol,1,int,83
ilumethod,2,int,83
iprnwt,1,int,83
iredsys,0,int,83
level,7,int,83
levfill,5,int,83
linmeth,2,int,83
maxbackiter,50,int,83
maxiterout,100,int,83
maxitinner,50,int,83
momfact,0.1,float,83
msdr,15,int,83
mxiterxmd,20,int,83
norder,0,int,83
north,7,int,83
rrctols,0,float,83
stoptol,1.00E-10,float,83
thickfact,3.54E-06,float,83
backflag,1,int,84
backreduce,0.8,float,84
backtol,1.4,float,84
dbdgamma,0,float,84
dbdkappa,1.00E-05,float,84
dbdtheta,0.694731565,float,84
epsrn,0.00282542,float,84
fluxtol,200000,float,84
hclosexmd,0.004200066,float,84
headtol,0.35,float,84
iacl,1,int,84
ibotav,1,int,84
idroptol,1,int,84
ilumethod,2,int,84
iprnwt,1,int,84
iredsys,0,int,84
level,7,int,84
levfill,5,int,84
linmeth,2,int,84
maxbackiter,50,int,84
maxiterout,100,int,84
maxitinner,50,int,84
momfact,0.1,float,84
msdr,15,int,84
mxiterxmd,20,int,84
norder,0,int,84
north,7,int,84
rrctols,0,float,84
stoptol,1.00E-10,float,84
thickfact,1.25E-06,float,84
backflag,1,int,85
backreduce,0.8,float,85
backtol,1.4,float,85
dbdgamma,0,float,85
dbdkappa,1.00E-05,float,85
dbdtheta,0.989799827,float,85
epsrn,0.027708447,float,85
fluxtol,200000,float,85
hclosexmd,0.002743379,float,85
headtol,0.35,float,85
iacl,1,int,85
ibotav,1,int,85
idroptol,1,int,85
ilumethod,2,int,85
iprnwt,1,int,85
iredsys,0,int,85
level,7,int,85
levfill,5,int,85
linmeth,2,int,85
maxbackiter,50,int,85
maxiterout,100,int,85
maxitinner,50,int,85
momfact,0.1,float,85
msdr,15,int,85
mxiterxmd,20,int,85
norder,0,int,85
north,7,int,85
rrctols,0,float,85
stoptol,1.00E-10,float,85
thickfact,1.95E-06,float,85
backflag,1,int,86
backreduce,0.8,float,86
backtol,1.4,float,86
dbdgamma,0,float,86
dbdkappa,1.00E-05,float,86
dbdtheta,0.61529917,float,86
epsrn,0.008318155,float,86
fluxtol,200000,float,86
hclosexmd,0.054393304,float,86
headtol,0.35,float,86
iacl,1,int,86
ibotav,1,int,86
idroptol,1,int,86
ilumethod,2,int,86
iprnwt,1,int,86
iredsys,0,int,86
level,7,int,86
levfill,5,int,86
linmeth,2,int,86
maxbackiter,50,int,86
maxiterout,100,int,86
maxitinner,50,int,86
momfact,0.1,float,86
msdr,15,int,86
mxiterxmd,20,int,86
norder,0,int,86
north,7,int,86
rrctols,0,float,86
stoptol,1.00E-10,float,86
thickfact,3.95E-06,float,86
backflag,1,int,87
backreduce,0.8,float,87
backtol,1.4,float,87
dbdgamma,0,float,87
dbdkappa,1.00E-05,float,87
dbdtheta,0.899196403,float,87
epsrn,0.046516622,float,87
fluxtol,200000,float,87
hclosexmd,0.088344689,float,87
headtol,0.35,float,87
iacl,1,int,87
ibotav,1,int,87
idroptol,1,int,87
ilumethod,2,int,87
iprnwt,1,int,87
iredsys,0,int,87
level,7,int,87
levfill,5,int,87
linmeth,2,int,87
maxbackiter,50,int,87
maxiterout,100,int,87
maxitinner,50,int,87
momfact,0.1,float,87
msdr,15,int,87
mxiterxmd,20,int,87
norder,0,int,87
north,7,int,87
rrctols,0,float,87
stoptol,1.00E-10,float,87
thickfact,4.27E-06,float,87
backflag,1,int,88
backreduce,0.8,float,88
backtol,1.4,float,88
dbdgamma,0,float,88
dbdkappa,1.00E-05,float,88
dbdtheta,0.98026217,float,88
epsrn,0.003396425,float,88
fluxtol,200000,float,88
hclosexmd,0.074698631,float,88
headtol,0.35,float,88
iacl,1,int,88
ibotav,1,int,88
idroptol,1,int,88
ilumethod,2,int,88
iprnwt,1,int,88
iredsys,0,int,88
level,7,int,88
levfill,5,int,88
linmeth,2,int,88
maxbackiter,50,int,88
maxiterout,100,int,88
maxitinner,50,int,88
momfact,0.1,float,88
msdr,15,int,88
mxiterxmd,20,int,88
norder,0,int,88
north,7,int,88
rrctols,0,float,88
stoptol,1.00E-10,float,88
thickfact,6.50E-06,float,88
backflag,1,int,89
backreduce,0.8,float,89
backtol,1.4,float,89
dbdgamma,0,float,89
dbdkappa,1.00E-05,float,89
dbdtheta,0.702296121,float,89
epsrn,0.043244384,float,89
fluxtol,200000,float,89
hclosexmd,0.012052942,float,89
headtol,0.35,float,89
iacl,1,int,89
ibotav,1,int,89
idroptol,1,int,89
ilumethod,2,int,89
iprnwt,1,int,89
iredsys,0,int,89
level,7,int,89
levfill,5,int,89
linmeth,2,int,89
maxbackiter,50,int,89
maxiterout,100,int,89
maxitinner,50,int,89
momfact,0.1,float,89
msdr,15,int,89
mxiterxmd,20,int,89
norder,0,int,89
north,7,int,89
rrctols,0,float,89
stoptol,1.00E-10,float,89
thickfact,1.49E-06,float,89
backflag,1,int,90
backreduce,0.8,float,90
backtol,1.4,float,90
dbdgamma,0,float,90
dbdkappa,1.00E-05,float,90
dbdtheta,0.751384734,float,90
epsrn,0.030188281,float,90
fluxtol,200000,float,90
hclosexmd,0.094686401,float,90
headtol,0.35,float,90
iacl,1,int,90
ibotav,1,int,90
idroptol,1,int,90
ilumethod,2,int,90
iprnwt,1,int,90
iredsys,0,int,90
level,7,int,90
levfill,5,int,90
linmeth,2,int,90
maxbackiter,50,int,90
maxiterout,100,int,90
maxitinner,50,int,90
momfact,0.1,float,90
msdr,15,int,90
mxiterxmd,20,int,90
norder,0,int,90
north,7,int,90
rrctols,0,float,90
stoptol,1.00E-10,float,90
thickfact,9.67E-06,float,90
backflag,1,int,91
backreduce,0.8,float,91
backtol,1.4,float,91
dbdgamma,0,float,91
dbdkappa,1.00E-05,float,91
dbdtheta,0.60329483,float,91
epsrn,0.033280432,float,91
fluxtol,200000,float,91
hclosexmd,0.01169481,float,91
headtol,0.35,float,91
iacl,1,int,91
ibotav,1,int,91
idroptol,1,int,91
ilumethod,2,int,91
iprnwt,1,int,91
iredsys,0,int,91
level,7,int,91
levfill,5,int,91
linmeth,2,int,91
maxbackiter,50,int,91
maxiterout,100,int,91
maxitinner,50,int,91
momfact,0.1,float,91
msdr,15,int,91
mxiterxmd,20,int,91
norder,0,int,91
north,7,int,91
rrctols,0,float,91
stoptol,1.00E-10,float,91
thickfact,5.59E-06,float,91
backflag,1,int,92
backreduce,0.8,float,92
backtol,1.4,float,92
dbdgamma,0,float,92
dbdkappa,1.00E-05,float,92
dbdtheta,0.865077971,float,92
epsrn,0.015862787,float,92
fluxtol,200000,float,92
hclosexmd,0.026978935,float,92
headtol,0.35,float,92
iacl,1,int,92
ibotav,1,int,92
idroptol,1,int,92
ilumethod,2,int,92
iprnwt,1,int,92
iredsys,0,int,92
level,7,int,92
levfill,5,int,92
linmeth,2,int,92
maxbackiter,50,int,92
maxiterout,100,int,92
maxitinner,50,int,92
momfact,0.1,float,92
msdr,15,int,92
mxiterxmd,20,int,92
norder,0,int,92
north,7,int,92
rrctols,0,float,92
stoptol,1.00E-10,float,92
thickfact,5.19E-06,float,92
backflag,1,int,93
backreduce,0.8,float,93
backtol,1.4,float,93
dbdgamma,0,float,93
dbdkappa,1.00E-05,float,93
dbdtheta,0.677195431,float,93
epsrn,0.013922849,float,93
fluxtol,200000,float,93
hclosexmd,0.041943381,float,93
headtol,0.35,float,93
iacl,1,int,93
ibotav,1,int,93
idroptol,1,int,93
ilumethod,2,int,93
iprnwt,1,int,93
iredsys,0,int,93
level,7,int,93
levfill,5,int,93
linmeth,2,int,93
maxbackiter,50,int,93
maxiterout,100,int,93
maxitinner,50,int,93
momfact,0.1,float,93
msdr,15,int,93
mxiterxmd,20,int,93
norder,0,int,93
north,7,int,93
rrctols,0,float,93
stoptol,1.00E-10,float,93
thickfact,3.57E-06,float,93
backflag,1,int,94
backreduce,0.8,float,94
backtol,1.4,float,94
dbdgamma,0,float,94
dbdkappa,1.00E-05,float,94
dbdtheta,0.73120035,float,94
epsrn,0.001528174,float,94
fluxtol,200000,float,94
hclosexmd,0.063199052,float,94
headtol,0.35,float,94
iacl,1,int,94
ibotav,1,int,94
idroptol,1,int,94
ilumethod,2,int,94
iprnwt,1,int,94
iredsys,0,int,94
level,7,int,94
levfill,5,int,94
linmeth,2,int,94
maxbackiter,50,int,94
maxiterout,100,int,94
maxitinner,50,int,94
momfact,0.1,float,94
msdr,15,int,94
mxiterxmd,20,int,94
norder,0,int,94
north,7,int,94
rrctols,0,float,94
stoptol,1.00E-10,float,94
thickfact,9.39E-06,float,94
backflag,1,int,95
backreduce,0.8,float,95
backtol,1.4,float,95
dbdgamma,0,float,95
dbdkappa,1.00E-05,float,95
dbdtheta,0.862961007,float,95
epsrn,0.015192056,float,95
fluxtol,200000,float,95
hclosexmd,0.016145904,float,95
headtol,0.35,float,95
iacl,1,int,95
ibotav,1,int,95
idroptol,1,int,95
ilumethod,2,int,95
iprnwt,1,int,95
iredsys,0,int,95
level,7,int,95
levfill,5,int,95
linmeth,2,int,95
maxbackiter,50,int,95
maxiterout,100,int,95
maxitinner,50,int,95
momfact,0.1,float,95
msdr,15,int,95
mxiterxmd,20,int,95
norder,0,int,95
north,7,int,95
rrctols,0,float,95
stoptol,1.00E-10,float,95
thickfact,8.80E-07,float,95
backflag,1,int,96
backreduce,0.8,float,96
backtol,1.4,float,96
dbdgamma,0,float,96
dbdkappa,1.00E-05,float,96
dbdtheta,0.887405422,float,96
epsrn,0.023431783,float,96
fluxtol,200000,float,96
hclosexmd,0.084082743,float,96
headtol,0.35,float,96
iacl,1,int,96
ibotav,1,int,96
idroptol,1,int,96
ilumethod,2,int,96
iprnwt,1,int,96
iredsys,0,int,96
level,7,int,96
levfill,5,int,96
linmeth,2,int,96
maxbackiter,50,int,96
maxiterout,100,int,96
maxitinner,50,int,96
momfact,0.1,float,96
msdr,15,int,96
mxiterxmd,20,int,96
norder,0,int,96
north,7,int,96
rrctols,0,float,96
stoptol,1.00E-10,float,96
thickfact,4.00E-06,float,96
backflag,1,int,97
backreduce,0.8,float,97
backtol,1.4,float,97
dbdgamma,0,float,97
dbdkappa,1.00E-05,float,97
dbdtheta,0.803288756,float,97
epsrn,0.045557338,float,97
fluxtol,200000,float,97
hclosexmd,0.055576658,float,97
headtol,0.35,float,97
iacl,1,int,97
ibotav,1,int,97
idroptol,1,int,97
ilumethod,2,int,97
iprnwt,1,int,97
iredsys,0,int,97
level,7,int,97
levfill,5,int,97
linmeth,2,int,97
maxbackiter,50,int,97
maxiterout,100,int,97
maxitinner,50,int,97
momfact,0.1,float,97
msdr,15,int,97
mxiterxmd,20,int,97
norder,0,int,97
north,7,int,97
rrctols,0,float,97
stoptol,1.00E-10,float,97
thickfact,9.69E-06,float,97
backflag,1,int,98
backreduce,0.8,float,98
backtol,1.4,float,98
dbdgamma,0,float,98
dbdkappa,1.00E-05,float,98
dbdtheta,0.720507151,float,98
epsrn,0.032830503,float,98
fluxtol,200000,float,98
hclosexmd,0.058691553,float,98
headtol,0.35,float,98
iacl,1,int,98
ibotav,1,int,98
idroptol,1,int,98
ilumethod,2,int,98
iprnwt,1,int,98
iredsys,0,int,98
level,7,int,98
levfill,5,int,98
linmeth,2,int,98
maxbackiter,50,int,98
maxiterout,100,int,98
maxitinner,50,int,98
momfact,0.1,float,98
msdr,15,int,98
mxiterxmd,20,int,98
norder,0,int,98
north,7,int,98
rrctols,0,float,98
stoptol,1.00E-10,float,98
thickfact,9.90E-06,float,98
backflag,1,int,99
backreduce,0.8,float,99
backtol,1.4,float,99
dbdgamma,0,float,99
dbdkappa,1.00E-05,float,99
dbdtheta,0.649154278,float,99
epsrn,0.034289727,float,99
fluxtol,200000,float,99
hclosexmd,0.05639752,float,99
headtol,0.35,float,99
iacl,1,int,99
ibotav,1,int,99
idroptol,1,int,99
ilumethod,2,int,99
iprnwt,1,int,99
iredsys,0,int,99
level,7,int,99
levfill,5,int,99
linmeth,2,int,99
maxbackiter,50,int,99
maxiterout,100,int,99
maxitinner,50,int,99
momfact,0.1,float,99
msdr,15,int,99
mxiterxmd,20,int,99
norder,0,int,99
north,7,int,99
rrctols,0,float,99
stoptol,1.00E-10,float,99
thickfact,4.80E-06,float,99
backflag,1,int,100
backreduce,0.8,float,100
backtol,1.4,float,100
dbdgamma,0,float,100
dbdkappa,1.00E-05,float,100
dbdtheta,0.85403482,float,100
epsrn,0.032838243,float,100
fluxtol,200000,float,100
hclosexmd,0.09347685,float,100
headtol,0.35,float,100
iacl,1,int,100
ibotav,1,int,100
idroptol,1,int,100
ilumethod,2,int,100
iprnwt,1,int,100
iredsys,0,int,100
level,7,int,100
levfill,5,int,100
linmeth,2,int,100
maxbackiter,50,int,100
maxiterout,100,int,100
maxitinner,50,int,100
momfact,0.1,float,100
msdr,15,int,100
mxiterxmd,20,int,100
norder,0,int,100
north,7,int,100
rrctols,0,float,100
stoptol,1.00E-10,float,100
thickfact,7.66E-06,float,100
backflag,1,int,101
backreduce,0.8,float,101
backtol,1.4,float,101
dbdgamma,0,float,101
dbdkappa,1.00E-05,float,101
dbdtheta,0.725668414,float,101
epsrn,0.030321975,float,101
fluxtol,200000,float,101
hclosexmd,0.078098872,float,101
headtol,0.35,float,101
iacl,1,int,101
ibotav,1,int,101
idroptol,1,int,101
ilumethod,2,int,101
iprnwt,1,int,101
iredsys,0,int,101
level,7,int,101
levfill,5,int,101
linmeth,2,int,101
maxbackiter,50,int,101
maxiterout,100,int,101
maxitinner,50,int,101
momfact,0.1,float,101
msdr,15,int,101
mxiterxmd,20,int,101
norder,0,int,101
north,7,int,101
rrctols,0,float,101
stoptol,1.00E-10,float,101
thickfact,8.30E-06,float,101
backflag,1,int,102
backreduce,0.8,float,102
backtol,1.4,float,102
dbdgamma,0,float,102
dbdkappa,1.00E-05,float,102
dbdtheta,0.645565301,float,102
epsrn,0.035858953,float,102
fluxtol,200000,float,102
hclosexmd,0.002746429,float,102
headtol,0.35,float,102
iacl,1,int,102
ibotav,1,int,102
idroptol,1,int,102
ilumethod,2,int,102
iprnwt,1,int,102
iredsys,0,int,102
level,7,int,102
levfill,5,int,102
linmeth,2,int,102
maxbackiter,50,int,102
maxiterout,100,int,102
maxitinner,50,int,102
momfact,0.1,float,102
msdr,15,int,102
mxiterxmd,20,int,102
norder,0,int,102
north,7,int,102
rrctols,0,float,102
stoptol,1.00E-10,float,102
thickfact,4.82E-06,float,102
backflag,1,int,103
backreduce,0.8,float,103
backtol,1.4,float,103
dbdgamma,0,float,103
dbdkappa,1.00E-05,float,103
dbdtheta,0.834048552,float,103
epsrn,0.036419907,float,103
fluxtol,200000,float,103
hclosexmd,0.084391884,float,103
headtol,0.35,float,103
iacl,1,int,103
ibotav,1,int,103
idroptol,1,int,103
ilumethod,2,int,103
iprnwt,1,int,103
iredsys,0,int,103
level,7,int,103
levfill,5,int,103
linmeth,2,int,103
maxbackiter,50,int,103
maxiterout,100,int,103
maxitinner,50,int,103
momfact,0.1,float,103
msdr,15,int,103
mxiterxmd,20,int,103
norder,0,int,103
north,7,int,103
rrctols,0,float,103
stoptol,1.00E-10,float,103
thickfact,3.45E-06,float,103
backflag,1,int,104
backreduce,0.8,float,104
backtol,1.4,float,104
dbdgamma,0,float,104
dbdkappa,1.00E-05,float,104
dbdtheta,0.978564723,float,104
epsrn,0.041763166,float,104
fluxtol,200000,float,104
hclosexmd,0.033085528,float,104
headtol,0.35,float,104
iacl,1,int,104
ibotav,1,int,104
idroptol,1,int,104
ilumethod,2,int,104
iprnwt,1,int,104
iredsys,0,int,104
level,7,int,104
levfill,5,int,104
linmeth,2,int,104
maxbackiter,50,int,104
maxiterout,100,int,104
maxitinner,50,int,104
momfact,0.1,float,104
msdr,15,int,104
mxiterxmd,20,int,104
norder,0,int,104
north,7,int,104
rrctols,0,float,104
stoptol,1.00E-10,float,104
thickfact,2.20E-06,float,104
backflag,1,int,105
backreduce,0.8,float,105
backtol,1.4,float,105
dbdgamma,0,float,105
dbdkappa,1.00E-05,float,105
dbdtheta,0.760536909,float,105
epsrn,0.029712718,float,105
fluxtol,200000,float,105
hclosexmd,0.085776477,float,105
headtol,0.35,float,105
iacl,1,int,105
ibotav,1,int,105
idroptol,1,int,105
ilumethod,2,int,105
iprnwt,1,int,105
iredsys,0,int,105
level,7,int,105
levfill,5,int,105
linmeth,2,int,105
maxbackiter,50,int,105
maxiterout,100,int,105
maxitinner,50,int,105
momfact,0.1,float,105
msdr,15,int,105
mxiterxmd,20,int,105
norder,0,int,105
north,7,int,105
rrctols,0,float,105
stoptol,1.00E-10,float,105
thickfact,6.17E-06,float,105
backflag,1,int,106
backreduce,0.8,float,106
backtol,1.4,float,106
dbdgamma,0,float,106
dbdkappa,1.00E-05,float,106
dbdtheta,0.766506476,float,106
epsrn,0.039225346,float,106
fluxtol,200000,float,106
hclosexmd,0.085872127,float,106
headtol,0.35,float,106
iacl,1,int,106
ibotav,1,int,106
idroptol,1,int,106
ilumethod,2,int,106
iprnwt,1,int,106
iredsys,0,int,106
level,7,int,106
levfill,5,int,106
linmeth,2,int,106
maxbackiter,50,int,106
maxiterout,100,int,106
maxitinner,50,int,106
momfact,0.1,float,106
msdr,15,int,106
mxiterxmd,20,int,106
norder,0,int,106
north,7,int,106
rrctols,0,float,106
stoptol,1.00E-10,float,106
thickfact,7.97E-06,float,106
backflag,1,int,107
backreduce,0.8,float,107
backtol,1.4,float,107
dbdgamma,0,float,107
dbdkappa,1.00E-05,float,107
dbdtheta,0.672154609,float,107
epsrn,0.027069912,float,107
fluxtol,200000,float,107
hclosexmd,0.041827507,float,107
headtol,0.35,float,107
iacl,1,int,107
ibotav,1,int,107
idroptol,1,int,107
ilumethod,2,int,107
iprnwt,1,int,107
iredsys,0,int,107
level,7,int,107
levfill,5,int,107
linmeth,2,int,107
maxbackiter,50,int,107
maxiterout,100,int,107
maxitinner,50,int,107
momfact,0.1,float,107
msdr,15,int,107
mxiterxmd,20,int,107
norder,0,int,107
north,7,int,107
rrctols,0,float,107
stoptol,1.00E-10,float,107
thickfact,9.62E-06,float,107
backflag,1,int,108
backreduce,0.8,float,108
backtol,1.4,float,108
dbdgamma,0,float,108
dbdkappa,1.00E-05,float,108
dbdtheta,0.626658417,float,108
epsrn,0.021026168,float,108
fluxtol,200000,float,108
hclosexmd,0.078594512,float,108
headtol,0.35,float,108
iacl,1,int,108
ibotav,1,int,108
idroptol,1,int,108
ilumethod,2,int,108
iprnwt,1,int,108
iredsys,0,int,108
level,7,int,108
levfill,5,int,108
linmeth,2,int,108
maxbackiter,50,int,108
maxiterout,100,int,108
maxitinner,50,int,108
momfact,0.1,float,108
msdr,15,int,108
mxiterxmd,20,int,108
norder,0,int,108
north,7,int,108
rrctols,0,float,108
stoptol,1.00E-10,float,108
thickfact,9.47E-06,float,108
backflag,1,int,109
backreduce,0.8,float,109
backtol,1.4,float,109
dbdgamma,0,float,109
dbdkappa,1.00E-05,float,109
dbdtheta,0.79083107,float,109
epsrn,0.026710288,float,109
fluxtol,200000,float,109
hclosexmd,0.054245493,float,109
headtol,0.35,float,109
iacl,1,int,109
ibotav,1,int,109
idroptol,1,int,109
ilumethod,2,int,109
iprnwt,1,int,109
iredsys,0,int,109
level,7,int,109
levfill,5,int,109
linmeth,2,int,109
maxbackiter,50,int,109
maxiterout,100,int,109
maxitinner,50,int,109
momfact,0.1,float,109
msdr,15,int,109
mxiterxmd,20,int,109
norder,0,int,109
north,7,int,109
rrctols,0,float,109
stoptol,1.00E-10,float,109
thickfact,5.93E-06,float,109
backflag,1,int,110
backreduce,0.8,float,110
backtol,1.4,float,110
dbdgamma,0,float,110
dbdkappa,1.00E-05,float,110
dbdtheta,0.631114974,float,110
epsrn,0.004325286,float,110
fluxtol,200000,float,110
hclosexmd,0.037628683,float,110
headtol,0.35,float,110
iacl,1,int,110
ibotav,1,int,110
idroptol,1,int,110
ilumethod,2,int,110
iprnwt,1,int,110
iredsys,0,int,110
level,7,int,110
levfill,5,int,110
linmeth,2,int,110
maxbackiter,50,int,110
maxiterout,100,int,110
maxitinner,50,int,110
momfact,0.1,float,110
msdr,15,int,110
mxiterxmd,20,int,110
norder,0,int,110
north,7,int,110
rrctols,0,float,110
stoptol,1.00E-10,float,110
thickfact,9.20E-06,float,110
backflag,1,int,111
backreduce,0.8,float,111
backtol,1.4,float,111
dbdgamma,0,float,111
dbdkappa,1.00E-05,float,111
dbdtheta,0.606213549,float,111
epsrn,0.015052153,float,111
fluxtol,200000,float,111
hclosexmd,0.022751462,float,111
headtol,0.35,float,111
iacl,1,int,111
ibotav,1,int,111
idroptol,1,int,111
ilumethod,2,int,111
iprnwt,1,int,111
iredsys,0,int,111
level,7,int,111
levfill,5,int,111
linmeth,2,int,111
maxbackiter,50,int,111
maxiterout,100,int,111
maxitinner,50,int,111
momfact,0.1,float,111
msdr,15,int,111
mxiterxmd,20,int,111
norder,0,int,111
north,7,int,111
rrctols,0,float,111
stoptol,1.00E-10,float,111
thickfact,6.39E-06,float,111
backflag,1,int,112
backreduce,0.8,float,112
backtol,1.4,float,112
dbdgamma,0,float,112
dbdkappa,1.00E-05,float,112
dbdtheta,0.893090712,float,112
epsrn,0.025000939,float,112
fluxtol,200000,float,112
hclosexmd,0.061067383,float,112
headtol,0.35,float,112
iacl,1,int,112
ibotav,1,int,112
idroptol,1,int,112
ilumethod,2,int,112
iprnwt,1,int,112
iredsys,0,int,112
level,7,int,112
levfill,5,int,112
linmeth,2,int,112
maxbackiter,50,int,112
maxiterout,100,int,112
maxitinner,50,int,112
momfact,0.1,float,112
msdr,15,int,112
mxiterxmd,20,int,112
norder,0,int,112
north,7,int,112
rrctols,0,float,112
stoptol,1.00E-10,float,112
thickfact,1.09E-06,float,112
backflag,1,int,113
backreduce,0.8,float,113
backtol,1.4,float,113
dbdgamma,0,float,113
dbdkappa,1.00E-05,float,113
dbdtheta,0.720556874,float,113
epsrn,0.004445159,float,113
fluxtol,200000,float,113
hclosexmd,0.022568433,float,113
headtol,0.35,float,113
iacl,1,int,113
ibotav,1,int,113
idroptol,1,int,113
ilumethod,2,int,113
iprnwt,1,int,113
iredsys,0,int,113
level,7,int,113
levfill,5,int,113
linmeth,2,int,113
